Transaction_unique_identifier,Price,Date_of_Transfer,Postcode,Property_Type,Old_New,Duration,PAON,SAON,Street,Locality,Town_City,District,County,PPD_Category_Type,Record_Status,count
{D16AE4A3-06CE-4692-86CB-9F6486DD2EE5},160000,1999-05-07 00:00,N12 8ST,T,N,F,HAUGHMOND,14,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{CCE1B339-AD68-4569-9B82-9F7AA351C2F5},98000,1999-04-29 00:00,N12 8NN,F,N,L,ALBANY,12,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{688D657D-5AA0-4D0E-8D61-B6A27ED73B04},140000,1999-08-31 00:00,N12 9BL,F,N,L,"WATERVILLE LODGE, 23",FLAT 5,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{9BE6F8E4-4796-4AC2-B7CE-9872FFEC87E5},75000,1999-11-18 00:00,N12 0ND,F,N,L,HALLIWICK COURT,23,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{5564AECC-C7EC-4E5D-97A5-98919C537A1E},143000,1999-06-30 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 9,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,6
{6FA697F3-6B9C-4938-8942-EB356E9AD7CD},142000,1999-04-23 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 20,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,5
{8E6420CB-857C-4FA5-9F3F-C0AA49C8E27D},205000,1999-05-18 00:00,N12 8SP,F,N,L,FALCON COURT,FLAT E,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{0360D359-5694-41F5-8B48-C0B71E6CBAD6},71500,1999-07-30 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 30,FRIERN WATCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,6
{26BF003C-742B-4C49-BAFB-C19D8012D27F},136500,1999-11-19 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 3,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,4
{4198C25C-0D35-4FA8-B016-EBA72327D88B},130000,1999-07-28 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 16,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{537DD500-56BF-41B8-9BFC-D19FAD122432},142000,1999-07-30 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 5,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{8293DC5B-EE64-44B6-9287-E506674B131A},76000,1999-02-18 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 18,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,3
{206FCF64-6945-4AC2-BF38-CAA7CDF0E5A3},52000,1999-10-14 00:00,N12 8SA,F,N,L,ASHBOURNE COURT,FLAT 56,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,4
{FCA7AC44-187A-49E1-943C-D8C3CEEC783A},246000,1999-12-22 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 7,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{BF50B9DB-6DA9-4AF6-9BC7-E1E608B310A1},136500,1999-09-15 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 13,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{C01240EF-59D4-4419-8F4A-6634DB323923},160000,1999-11-29 00:00,N12 8TW,F,N,L,BROOKFIELD COURT,FLAT 10,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{853A0D2C-A9BF-4E3B-9A8E-F730918EB97D},138000,1999-07-30 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 24,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{60C68D15-FD35-4624-9E11-D5A2FA295CA0},134000,1999-09-03 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 17,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{4FFC355E-3F5B-4EB1-BDB9-1BF1F08C413E},75000,1999-09-15 00:00,N12 0ND,F,N,L,HALLIWICK COURT,7,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B9E4A1E5-3D47-43B5-BD28-ECBBEE06536D},126000,1999-09-01 00:00,N12 8PA,F,N,L,GREEN LAWNS,14,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{E5174873-262E-4398-B649-447750F4F2A8},254000,1999-12-24 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 10,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{14A19194-EC54-430E-A12E-D5CA9AD2D73D},92500,1999-06-21 00:00,N12 9SS,F,N,L,8,FLAT 3,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{4FFCB542-5AEC-4FB0-B113-CB597BCFDA3D},84000,1999-07-21 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 23,FRIERN WATCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,6
{1C4409A8-7162-4EB2-90D5-FB148B593648},127950,1999-11-10 00:00,N12 8PG,F,N,L,THE LANTERNS,FLAT 8,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{D2491A12-6E70-4C6F-A209-0583029F3622},99000,1999-03-26 00:00,N12 9EE,F,N,L,37,FIRST FLOOR FLAT,CASTLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{32EA32A6-BFD1-4D28-8875-13DA749A5C09},71000,1999-02-23 00:00,N12 9TA,F,N,L,"DANESCROFT, 21",3,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{FB717FEA-5F02-4BEC-82DE-3DC62FD6F77D},138500,1999-06-29 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 10,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{70DC6A62-0B28-4118-B714-9373030D96F8},98000,1999-08-09 00:00,N12 0LG,F,N,L,HURSTWOOD COURT,FLAT 258,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{AC211530-303D-478D-A034-41882EA3811C},125000,1999-08-19 00:00,N12 8RE,F,N,L,47,FLAT A,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,7
{0B14F497-7E52-45E9-94CB-89670340147D},135000,1999-05-21 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 8,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{C0AEDB00-F8AE-41C1-A3A0-825B33CD60EC},51000,1999-12-01 00:00,N12 8SA,F,N,L,ASHBOURNE COURT,FLAT 36,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{1AA348D3-9F88-4A2D-A7E2-93A5BE9604FD},134000,1999-07-06 00:00,N12 7DG,F,N,L,"GARDEN COURT, 63",FLAT 16,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B0A15D82-D9C7-49C5-B365-93B5B1111C42},60000,1999-06-14 00:00,N12 7ED,F,N,L,"SYLVAN COURT, 102 - 106",FLAT 27,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{25CF4D1F-ACCE-4FD1-977E-10CB7F2360E7},139950,1999-09-16 00:00,N12 8RY,F,Y,L,68,FLAT 5,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{EB4F2509-9894-4224-8710-A384E8661390},95500,1999-09-17 00:00,N12 8AE,F,N,L,GAINSBOROUGH COURT,FLAT 11,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,5
{EBB24E9D-F239-4377-A47E-10DFBEDFFA84},112500,1999-04-06 00:00,N12 7DS,F,N,L,"WOODSIDE GRANGE, 75",FLAT 7,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{86CE41B4-6D99-4076-8B95-89A860D63035},59999,1999-05-07 00:00,N12 9TJ,F,N,L,WENDY HOUSE,FLAT 3,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{C9A95C18-19BC-40B5-B640-862D643E8E91},99000,1999-12-03 00:00,N12 0NT,F,N,L,60,LOWER MAISONETTE,CHURCHFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{BDC4197E-4A12-4C30-9D72-0D639191487D},97500,1999-05-14 00:00,N12 8QZ,F,N,L,"NORBURY COURT, 897",FLAT 4,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{16841078-5636-4882-B194-064432A0D18D},143000,1999-04-23 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 22,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{B20D42C1-7D29-4E6F-B242-977225D9CE80},120000,1999-07-09 00:00,N12 7DG,F,N,L,"GARDEN COURT, 63",FLAT 8,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{55D1AD8B-64C5-4CBA-9BDC-064F7B3306FA},105000,1999-11-15 00:00,N12 8HG,F,N,L,36,FLAT 3,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{16108746-C3F9-41BC-A850-4A6A53DCA466},92000,1999-02-26 00:00,N12 7DG,F,N,L,"GARDEN COURT, 63",FLAT 33,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{E36877EB-EE11-4666-854A-A0420DB034FC},98500,1999-07-02 00:00,N12 8DW,F,N,L,"VINE LODGE, 15",FLAT 8,HUTTON GROVE,,LONDON,BARNET,GREATER LONDON,A,A,5
{9D0B0415-D27F-4F10-9550-3C45B95CBDE8},227000,1999-11-29 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 5,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{24FBE9D5-C0C5-430C-BEB9-BE544D1D1136},160000,1999-07-13 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 13,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{D7B555AE-D03D-4625-B4F6-DAF311F9173C},91500,1999-12-17 00:00,N12 9LH,F,N,L,107,FLAT 3,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{9348A0B4-CC3A-44B8-AA7E-4EC2E3CA3E0E},138000,1999-03-05 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 1,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,3
{09D89D52-C2EF-4251-92F3-3CC3A790B854},75000,1999-03-24 00:00,N12 0ND,F,N,L,HALLIWICK COURT,1,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{58D3DAC7-4549-436B-99A2-68F5AB691E37},110000,1999-09-30 00:00,N12 9SS,F,N,L,8,FLAT 1,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{76A0BC2D-797F-46B4-8142-DE91EFA297A7},133750,1999-07-07 00:00,N12 8EU,F,N,L,"WESTLEIGH COURT, 122 - 124",FLAT 6,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,2
{B5BC39D2-1CC9-4564-A221-DEAE38937248},132000,1999-02-12 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 2,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{64828357-4899-4934-847A-658395043B16},57550,1999-06-15 00:00,N12 9TJ,F,N,L,WENDY HOUSE,FLAT 7,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{E41066F7-9F3B-47E4-920D-5A6A5FBC4135},145000,1999-05-21 00:00,N12 0JL,F,N,L,BARRYMORE,FLAT 2,BOW LANE,,LONDON,BARNET,GREATER LONDON,A,A,3
{E95DC0F7-4B6C-4BEC-8DEE-4FB4B22786F2},95000,1999-10-22 00:00,N12 0AX,F,N,L,GRANVILLE PLACE,70,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{DA65BFE9-372C-42FA-A7A1-9CE3B1C8E965},130500,1999-07-30 00:00,N12 9TA,F,N,L,"DANESCROFT, 21",7,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{45D24AF7-EEA9-491C-9246-A415E1130D2E},118000,1999-02-12 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 8,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{5C663D67-E178-43D5-9E3E-FCDE6E30CB00},134400,1999-03-12 00:00,N12 7NY,F,N,L,23,FLAT 2,WESTBURY ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{1D7934CD-C4B2-450A-9160-A453EED2EAD8},77250,1999-09-22 00:00,N12 0AX,F,N,L,GRANVILLE PLACE,73A,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{22C2BD4E-0280-4DE8-8A07-99C073BFEA5A},70000,1999-03-05 00:00,N12 8AE,F,N,L,GAINSBOROUGH COURT,FLAT 1,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,2
{FA1313E1-E8A8-400B-B20F-1B26372F16FE},79500,1999-09-24 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 6,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,6
{BEA14C37-FB39-4B99-B53D-ABFD60072572},139000,1999-03-12 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 23,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,3
{E925ACA2-CE04-4D6D-8432-2270CB90B0B6},248000,1999-12-13 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 6,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{E034125A-16A3-47AE-9F7F-26163084D3D5},104000,1999-01-08 00:00,N12 8RQ,F,N,L,FOREST COURT,FLAT 31,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,4
{A5752958-ADBC-43B5-A419-4EE496A9B64C},128500,1999-12-17 00:00,N12 7DX,F,N,L,"HOLDEN HEIGHTS, 161",FLAT 2,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{88F2F09D-F00B-4135-836F-6A5788FA22DC},119500,1999-04-14 00:00,N12 8PA,F,N,L,GREEN LAWNS,8,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{D982D412-99A2-472D-90BA-22D904A64F8E},121000,1999-08-20 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 9,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{055F1F2C-5297-4D61-A191-159CA2DF9FF8},143000,1999-06-25 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 21,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{633E7EEA-8727-47C6-9225-634F0C377561},82000,1999-08-16 00:00,N12 0HJ,F,N,L,32,FLAT 2,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{6E91A280-FBD2-4BD3-8247-01CE6F4E6382},112000,1999-07-09 00:00,N12 7NP,F,N,L,57,FLAT 4,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,2
{1087026B-592B-43E0-9F33-530FC0EF6A60},83500,1999-07-01 00:00,N12 9HZ,F,N,L,ST ELIZABETHS COURT,FLAT 9,MAYFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{1C4EE5D2-F721-4653-A30F-02FAF6F292D4},150000,1999-07-15 00:00,N12 7DS,F,N,L,"WOODSIDE GRANGE, 75",FLAT 7,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{79ACBE79-6402-4D2B-AC0F-369FD59A5960},93000,1999-07-20 00:00,N12 9JX,F,N,L,"GOLFERS VIEW, 54",FLAT 3,FINCHLEY PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{2174D956-6FB0-4CB4-95AF-3B52EC97EA95},112500,1999-04-06 00:00,N12 7DS,F,N,L,"WOODSIDE GRANGE, 75",FLAT 3,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{0D65CCC9-CD94-4B3E-B571-499FF794A2EC},222000,1999-12-21 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 12,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{5F6B45C2-88C7-4C5A-94B9-3B6E90B6A0CC},157000,1999-08-31 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 13,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{B915DB40-3047-48B7-A3C0-3B92A9F03525},138000,1999-02-16 00:00,N12 8QH,F,Y,L,STEPHENS LODGE,FLAT 19,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,3
{2A289E9E-08EC-CDC8-E050-A8C063054829},32500,1999-03-01 00:00,N12 0TA,F,N,L,"JASMINE COURT, 3",FLAT 2,FALLOWFIELDS DRIVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{5AAFF9D3-7047-4DB3-92F5-FD1C4F3CCF95},110000,1999-06-25 00:00,N12 8RU,D,N,L,CHOLMELEY COURT,FLAT 2,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{2A289E9E-6D8C-CDC8-E050-A8C063054829},48000,1999-05-17 00:00,N12 8SB,F,N,L,ASHBOURNE COURT,FLAT 59,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{14CF0310-DEB8-4479-B56D-EF1F0327263C},165600,1999-08-19 00:00,N12 8RY,F,N,L,68,FLAT 4,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{2A289E9F-0D24-CDC8-E050-A8C063054829},44950,1999-03-31 00:00,N12 8SA,F,N,L,ASHBOURNE COURT,FLAT 12,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{0BE5ADB5-CAE5-48AA-8418-766B86C9F7D1},88000,1999-06-28 00:00,N12 9TD,F,N,L,MICHELLE COURT,FLAT 11,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{29FFE828-0474-417E-BFF0-3C115C6F05FA},221500,1999-12-16 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 8,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{C3923BE9-436C-4027-9C8F-3C18389D5EF2},130000,1999-08-06 00:00,N12 8RY,F,Y,L,68,FLAT 7,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{F9A83B1A-D3D5-4684-BAB5-43422E7FE9D4},66000,1999-01-22 00:00,N12 0ND,F,N,L,HALLIWICK COURT,19,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{CF5A87D2-8DA4-4BF2-897B-61AA6643EB8F},249000,1999-12-22 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 11,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{0CCEE933-0FF1-470A-A53C-715D52E0589B},53000,1999-07-21 00:00,N12 9TJ,F,N,L,WENDY HOUSE,FLAT 1,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{0F0D1A71-83C5-4F8E-8AFD-F586F6F49F37},135000,1999-06-09 00:00,N12 0DZ,F,N,L,655,FLAT 2,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{0138954E-DF73-4972-845C-F9076E1AC73F},70000,1999-10-22 00:00,N12 0ND,F,N,L,HALLIWICK COURT,FLAT 12A,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{BC1699EC-CDD9-4C91-B922-71B9F62C77AD},139950,1999-10-01 00:00,N12 8AP,F,N,L,WOODSIDE COURT,FLAT 10,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{36D76D7A-746C-4A9F-B524-8002B69E516C},99000,1999-11-10 00:00,N12 9LW,F,N,L,HERMISTON COURT,FLAT 5,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{CE47A83E-EA7E-4DE2-A7B2-5D0BFCC49204},259000,2000-03-24 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 22,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{9A998A3A-961E-4FA2-B4CF-A5703C78CD26},165000,2000-04-17 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 20,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{C4E044AC-A079-49EE-80F9-6368A9C107AB},133000,2000-03-17 00:00,N12 8HD,F,N,L,2,FLAT A,THYRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{5EC71727-60B1-4808-B694-6B71E067C890},159000,2000-12-04 00:00,N12 0JL,F,N,L,BARRYMORE,FLAT 3,BOW LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{2840EA5D-CC96-4C95-8A74-6023161098BB},258000,2000-02-11 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 19,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{CDA7861D-8BFD-4481-9F49-9789AD131F40},123000,2000-11-23 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 13,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,4
{A34C0794-D7F8-49FE-BFB4-9415136E57D6},69500,2000-03-06 00:00,N12 9TG,F,N,L,"MURRAY HOUSE, 25",3,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{5F43A6A2-ED4C-4FB8-9221-64B8C44C18F8},159950,2000-04-28 00:00,N12 7DY,F,N,L,72,FLAT 4,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,7
{0C9E1523-95DC-4F85-A04B-6E99E2634808},147000,2000-06-01 00:00,N12 9AQ,F,N,L,"WHITTEN LODGE, 129",5,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,6
{B744E582-5D04-4FC4-B992-B94CEC0FAF9C},92000,2000-01-25 00:00,N12 8QU,F,N,L,6,GROUND FLOOR FLAT,WOODSIDE GROVE,,LONDON,BARNET,GREATER LONDON,A,A,5
{96471ED5-592E-429E-9DA9-B94D77856B25},170000,2000-12-22 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 14,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B30EEEAF-8B65-48E9-9CF0-507F6B1D4287},60000,2000-05-19 00:00,N12 8EL,F,N,L,WORCESTER COURT,FLAT 14,AVONDALE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{0527FC3F-5853-4FC7-BDF7-543C7A29056D},240000,2000-06-09 00:00,N12 7EL,F,Y,L,"HENDERSON COURT, 88",FLAT 1,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{8F4FD4C3-B91B-4BFC-A024-D0CDEEB6105B},98000,2000-11-24 00:00,N12 0DA,F,N,L,687,FIRST FLOOR FLAT,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{511CBC22-E7D4-4A12-9644-8B920FCC7423},102500,2000-10-06 00:00,N12 0AX,F,N,L,GRANVILLE PLACE,60A,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{FDE46C74-88DB-46A7-9A3A-57F6D613184F},199950,2000-09-08 00:00,N12 8BN,F,N,L,"DOWNING COURT, 60",FLAT 19,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{967132D6-C479-48D1-A6C7-8802B67688A9},129000,2000-06-09 00:00,N12 9LW,F,N,L,HERMISTON COURT,FLAT 9,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{FC200FC8-606F-4FCA-83C5-9EF647C1B706},70000,2000-12-04 00:00,N12 8AL,F,N,L,FINCHLEY LODGE,FLAT 18,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{F2CB9005-FA3D-4E2C-BC0F-180F9084FBC1},155000,2000-02-25 00:00,N12 8RY,F,N,L,68,FLAT 2,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{6C7CE25E-49B0-400E-9E56-1B9C6CF4CD09},159000,2000-01-28 00:00,N12 7DP,F,N,L,79,FLAT 12,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{E478FE70-9665-42FB-8A57-981E19E53E91},289950,2000-03-31 00:00,N12 8XD,F,N,L,EMERALD COURT,FLAT 3,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{549E653B-18CE-44E5-9780-230C23B8E5EB},125000,2000-11-27 00:00,N12 9TD,F,N,L,MICHELLE COURT,FLAT 15,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{F3CFA073-84D8-430C-80E4-1F8AB50606F3},175000,2000-04-25 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 12,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{FD39C736-0D9A-4D05-9C4B-76971FF7F9DF},95000,2000-06-30 00:00,N12 9TR,F,N,L,WAVERLEY COURT,FLAT 3A,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{58FC0209-1E3F-4662-A440-CE183D305A10},119950,2000-04-28 00:00,N12 8DW,F,N,L,"VINE LODGE, 15",FLAT 17,HUTTON GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{BB1121EC-55B6-43B4-9C62-236C9E4F4E15},79000,2000-06-09 00:00,N12 0AX,F,N,L,GRANVILLE PLACE,61A,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{C995BEB3-276E-440D-BB59-07DF595C589B},125500,2000-08-11 00:00,N12 9UE,F,N,L,HENLEY HOUSE,FLAT 4,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{2F5E246B-11D8-4137-A3F8-0EFFBA48F9A8},166000,2000-04-17 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 19,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{2A289E9F-3C0A-CDC8-E050-A8C063054829},42500,2000-10-06 00:00,N12 8XA,F,N,F,ARDEN GRANGE,FLAT 2,AVENUE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{EB1D8DCD-7EE3-4FF3-9102-08518507752B},74950,2000-03-28 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 21,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{AC405E8E-D06E-4412-8EC9-3765E33C71B0},109000,2000-11-24 00:00,N12 8QU,F,N,L,16,FLAT 3,WOODSIDE GROVE,,LONDON,BARNET,GREATER LONDON,A,A,4
{FFACB87A-F869-4A0B-AFF9-C268BE13E411},176000,2000-08-04 00:00,N12 8QH,F,N,L,STEPHENS LODGE,FLAT 15,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{128DCF31-DBFE-4D25-BF00-1354E501CEA7},85000,2000-08-25 00:00,N12 8QS,F,N,L,"HIGHWOOD COURT, 975",FLAT 4,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
